TRUNCATE TABLE trees;
  INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/alder', 1, 345.8558, 0, 202.4751, '80047dff-bf50-4818-a821-76d36d33f6fd');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 36.74804, 0, 284.2501, 'b5ff13af-d31b-4105-98ce-c44b63d17e05');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 55.14405, 0, 255.6764, '5fa39471-bd49-48a7-a478-ee5d214b5b91');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 42.5964, 0, 287.486, '9969ef80-4bf4-404c-b3cb-ca5b26cd7c37');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 206.7346, 0, 374.9683, 'daa7cbd5-aced-4cff-bb9a-ec9f748ca94f');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 220.4764, 0, 385.6349, '8fbfd75b-9e72-48e2-aca4-5258e592000e');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 199.2918, 0, 360.606, '5776aebc-2cc0-4b70-b833-d6e718f25a0d');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 203.2264, 0, 356.5788, '0044cdb0-98ad-45e7-be47-57e151b02bac');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 211.2756, 0, 384.662, '6269f27d-057c-4f7c-816b-70c168177e48');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 198.7284, 0, 371.0078, 'cbc8c302-bf8a-42d4-80e2-ab7f379cc6a9');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 201.1527, 0, 378.3171, '68b59cbd-a704-44b7-b465-65bcbc2b30ee');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 195.98, 0, 375.4543, 'dc20c26c-5800-451e-9d59-8eb7690d2b0c');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 215.0145, 0, 376.6874, '509d029b-9391-4807-b975-de96af571c10');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 200.0207, 0, 362.9422, '1b6bfbcd-d5b6-418c-aa87-9071f62fae31');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 211.6898, 0, 390.3536, '54c2cd81-4e9e-4bb4-ab14-ba65290b4e74');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 219.1332, 0, 365.2717, 'b8e07520-12b7-4734-8880-bb8480c56b96');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 215.9664, 0, 136.0288, '8b79611d-ee93-40b5-b72c-9144e47ef717');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 223.8226, 0, 128.4139, 'fa77cb51-b7e6-4d4a-b82f-ef028dc5c1d2');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 211.4533, 0, 129.0254, '3013d069-e0a8-408b-8196-5ba546b349ff');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 201.7487, 0, 134.0434, '7a38a7d9-a3d5-43fa-91ed-e56202d24ce7');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 216.6352, 0, 131.1179, 'ec82ea2a-4623-4778-91fe-07fb88b5d771');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 234.0801, 0, 135.6224, '15bbdac7-2e79-4b27-b0fe-cce4ebf08b20');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 208.7548, 0, 125.1238, 'bd393a81-3f9b-4439-9c73-030c4e79ba3f');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 227.7229, 0, 149.1125, '873d3e9b-c124-4622-be7c-cf039ad64893');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 220.2056, 0, 120.1987, 'fe046646-f785-4247-a051-bef00f900c79');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 225.8545, 0, 150.042, 'ff1a9bea-9a88-478e-85de-4dbf77517516');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 215.4131, 0, 132.5354, '5fa255c5-221c-4e02-99d3-1c02a434e206');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 227.4621, 0, 147.0758, 'a01d4958-3581-4c9b-bd9e-dd50dcbd2955');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 114.6793, 0, 43.73335, '40bf8e9a-e230-4298-8a06-cf252cc3bd12');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 118.6966, 0, 55.05496, 'e8635099-0819-4eaf-8a6b-c38549acc789');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 122.2972, 0, 32.75648, '7ff3e3aa-e7c1-44cc-a29e-f0ec526e9c9a');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 98.93932, 0, 49.42574, 'e4c3a0b5-99b7-4789-bb94-dd32cfe97a47');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 119.2582, 0, 43.61261, '21bf0c3d-76c8-43d5-a77d-07c99eb80bc2');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 124.0913, 0, 57.70813, '0222f678-5688-4afa-a196-9a15b8135f7e');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 108.7027, 0, 35.17723, '170cdc8a-e685-443e-817b-e5eb83816b94');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 128.059, 0, 52.243, '073cd1d8-7df9-45a2-8966-43bdce3e92d9');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 107.8305, 0, 46.99107, '57ac6775-014f-44e2-b4fd-77cc41fa61b1');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 116.4166, 0, 35.85637, '658271b2-3ab8-46b9-994e-996e3f370bfc');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 114.123, 0, 28.1304, '05679c56-11f1-4557-906e-a92a8dd946e1');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 128.8781, 0, 50.26057, 'fce64b0e-5493-428f-b703-d3b75038030a');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 218.4925, 0, 227.8337, '8aa62804-240e-4dac-ac6b-eec15fc419cd');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 228.8925, 0, 225.1293, 'f597d276-5a7b-4dc1-bb67-3e9b62308d6d');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 223.808, 0, 218.1221, '93e344ab-002a-4f8c-900f-b0e18e87e787');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 231.104, 0, 233.6516, '121fd0c0-2e54-4f25-ac71-31eec8c2e9c0');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 225.2632, 0, 220.1934, '70a59a9e-4a22-433f-aac5-9af32d25f048');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 225.6468, 0, 223.0444, '342fb2b5-bca6-456e-b01b-05f53c3ed091');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 223.5755, 0, 226.6142, '06a9508a-2dd2-4718-854f-8cb186e03454');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 215.0425, 0, 241.8087, '9d9b57de-a1b4-427c-9d81-158537a994e6');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 225.3573, 0, 239.6912, '0a173f4e-78e1-438b-8a8b-2dba28828958');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 219.0114, 0, 226.6816, 'b09f75d9-5282-42b0-8b98-92e4c809e8d2');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 211.5169, 0, 210.3168, '9d350d9a-3fe2-47e7-aacc-adea2f5dec9e');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 219.9613, 0, 216.0354, 'bee5c7f3-145f-4b4c-ad93-d2d762c3aea9');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 259.4473, 0, 324.8878, '59f6fab7-1128-4740-bc22-d84b21b734d2');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 269.6236, 0, 316.4266, 'c7e15aac-810d-477d-8655-4ff854d2d47b');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 241.7656, 0, 322.2097, 'c0baf545-012d-4260-bc8d-1c57ab8318be');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 278.0253, 0, 328.6303, '2ec23409-165d-4ca0-bb8f-71a1ce4298d8');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 257.8966, 0, 308.765, '2ba89bcc-d2a6-45f3-90f7-4ee6a4f0001d');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 269.3246, 0, 324.3853, 'edcfe412-3f42-44c2-b217-54b0ca3b6ce0');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 272.1022, 0, 325.0951, '90629da5-64a7-43c8-b9a9-c6b1b7d2d777');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 256.8324, 0, 307.4332, '7d55b47d-66d9-44cf-a5d4-607966348164');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 250.9702, 0, 332.458, '496b0307-dad6-4426-8873-80b1182270b3');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 270.0963, 0, 315.4412, '5746cb81-6b16-4586-be18-7652877c5e4d');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 265.4854, 0, 310.3175, 'ca05806e-5edb-4d41-88fe-78fdfee920ff');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 265.3058, 0, 331.3873, '578154fc-1146-4c94-8d38-63b0b2ee219e');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 283.1313, 0, 80.08536, '5d647c37-454d-4ab4-8175-4a3da981541d');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 285.3396, 0, 71.54177, '6ee87d5f-f625-4d53-8ad9-2446867f5b78');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 285.5808, 0, 98.83373, '86e3bb69-d1ba-4a15-b05e-72e448ecf6da');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 295.0584, 0, 67.99306, '4b553b77-88c0-4f88-b622-10443c079d5f');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 288.2467, 0, 83.3134, 'd178d2d7-e356-4f75-b6b2-e3dd09d244f3');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 273.0206, 0, 85.29086, '1c170ed1-3ead-45b5-a79c-d4cc7f363b6b');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 290.2925, 0, 82.5873, '73ce15b6-deee-472a-848a-cd01e806e0c3');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 279.3965, 0, 74.38534, 'aa497852-ce75-443c-9c69-32e9c69f325e');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 276.5979, 0, 70.23461, '2be5ad68-cc77-44d7-a966-136cfc066551');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 288.3448, 0, 81.28039, 'aaddaecd-989c-4037-80ab-535ad6b7e65a');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 299.1935, 0, 84.42884, 'c9772a19-c08c-4e2b-98cf-c4f59564845d');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 279.3586, 0, 65.96889, '1e15b004-b3df-4000-8f8c-0ee28782d343');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 305.998, 0, 434.5914, 'e2f72f7e-9301-42e6-a46c-d3b403b161e1');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 315.7884, 0, 419.8466, '2871ecae-2d54-4527-98c4-802ae315c1a1');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 302.3504, 0, 452.4584, '0b330d7b-2788-4198-849a-be9a5fede7b5');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 301.2769, 0, 435.5861, '233b4796-7845-4abc-b7cc-e8cc5db7193a');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 309.2896, 0, 436.2678, 'cf087ec2-7432-4b09-ab73-344c93c95fbe');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 310.5712, 0, 425.62, 'bb6f7802-c478-4a7e-9cb3-8cfbe7d2df89');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 290.9458, 0, 430.0013, 'd26a21d0-337d-4178-b816-77f1d2b5ed46');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 307.7735, 0, 420.6229, 'ba233828-56b2-4b5f-ae91-1439d37af385');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 315.1581, 0, 418.8221, '8641e994-a167-4835-a0a3-e5be1b03a1b6');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 312.2659, 0, 441.4279, 'eb8cd0ca-121e-4117-9ba6-379bc69b178a');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 313.5049, 0, 421.8158, 'ed3ada5b-a459-407a-a33c-c34e8130db19');
INSERT INTO trees (BundleName, Map, PositionX, PositionY, PositionZ, Serial) VALUES ('models/trees/conifer', 1, 304.4612, 0, 422.4308, '24b7acfe-6f24-441b-83ea-453ca6ce57cd');
